,,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Name,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
372,Romain Perraud\6dfd8f05,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,24-182,1997,13.4,0,12,3,25,0.89,0.22,0,0,19.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
373,Kalvin Phillips\4f565d77,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,26-111,1995,11.1,0,12,2,16.7,1.08,0.18,0,0,24,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
374,Jaden Philogene Bidace\19f4d211,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,19-309,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
375,Jordan Pickford\4806ec67,Jordan Pickford\4806ec67,eng ENG,GK,Everton,28-016,1994,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
376,Erik Pieters\1ef37668,Erik Pieters\1ef37668,nl NED,DF,Burnley,33-228,1988,7.9,0,7,0,0,0.89,0,0,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
377,Ethan Pinnock\e541326e,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,28-298,1993,27.7,1,18,8,44.4,0.65,0.29,0.06,0.13,9,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
378,Daniel Podence\7fcc71d8,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,26-153,1995,15.6,2,33,15,45.5,2.12,0.96,0.06,0.13,22.1,1,0,0,1.8,1.8,0.06,0.2,0.2,Matches
379,Paul Pogba\867239d3,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,29-008,1993,12.6,1,30,6,20,2.37,0.47,0.03,0.17,17.1,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
380,Nick Pope\4b40d9ca,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,29-338,1992,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
381,Teemu Pukki\0745b37d,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,31-359,1990,27.2,8,42,16,38.1,1.55,0.59,0.12,0.31,14.2,0,3,3,7.4,5.2,0.12,0.6,-0.2,Matches
382,Christian Pulisic\1bf33a9a,Christian Pulisic\1bf33a9a,us USA,MFFW,Chelsea,23-186,1998,10.5,4,16,8,50,1.52,0.76,0.25,0.5,10.4,0,0,0,3.6,3.6,0.22,0.4,0.4,Matches
383,Przemys?aw P?acheta\3c33f9d9,Przemys?aw P?acheta\3c33f9d9,pl POL,FWMF,Norwich City,24-000,1998,4.9,0,7,6,85.7,1.42,1.22,0,0,16.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
384,Jesuran Rak Sakyi\45685411,Jesuran Rak Sakyi\45685411,eng ENG,MF,Crystal Palace,19-169,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
385,Aaron Ramsdale\466fb2c5,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,23-313,1998,24,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
386,Jacob Ramsey\1544f145,Jacob Ramsey\1544f145,eng ENG,MF,Aston Villa,20-299,2001,21.4,6,28,9,32.1,1.31,0.42,0.21,0.67,17.9,0,0,0,3.1,3.1,0.11,2.9,2.9,Matches
387,Marcus Rashford\a1d5bd30,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,24-143,1997,10.4,4,19,10,52.6,1.82,0.96,0.21,0.4,17.5,1,0,0,2.3,2.3,0.12,1.7,1.7,Matches
388,Milot Rashica\6c6a3300,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,25-268,1996,18,1,32,11,34.4,1.78,0.61,0.03,0.09,22.1,7,0,0,2,2,0.06,-1,-1,Matches
389,David Raya\98ea5115,David Raya\98ea5115,es ESP,GK,Brentford,26-189,1995,16,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
390,Nathan Redmond\ab651565,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,28-017,1994,15.1,0,20,6,30,1.33,0.4,0,0,19.7,1,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
391,Sergio Reguilon\3353737a,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,25-097,1996,19.5,2,20,8,40,1.03,0.41,0.1,0.25,14.7,0,0,0,3,3,0.15,-1,-1,Matches
392,Declan Rice\1c7012b8,Declan Rice\1c7012b8,eng ENG,MF,West Ham,23-068,1999,28,1,19,5,26.3,0.68,0.18,0.05,0.2,23.2,1,0,0,0.8,0.8,0.04,0.2,0.2,Matches
393,Taylor Richards\e0243d23,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,21-109,2000,0.3,0,1,0,0,3.6,0,0,,24,0,0,0,0,0,0.04,0,0,Matches
394,Richarlison\fa031b34,Richarlison\fa031b34,br BRA,FWMF,Everton,24-317,1997,18.2,4,36,8,22.2,1.98,0.44,0.11,0.5,16.2,1,0,0,4.2,4.2,0.12,-0.2,-0.2,Matches
395,Jairo Riedewald\7a1f2c08,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,25-195,1996,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
396,Matt Ritchie\71ef519e,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,32-194,1989,14.6,0,10,3,30,0.68,0.2,0,0,22,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
397,Connor Roberts\24fae784,Connor Roberts\24fae784,wls WAL,DF,Burnley,26-181,1995,10.2,0,3,1,33.3,0.29,0.1,0,0,23.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
398,Tyler Roberts\6c17e046,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,23-070,1999,11,1,30,12,40,2.74,1.09,0.03,0.08,18.5,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
399,Andrew Robertson\2e4f5f03,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,28-012,1994,21.5,1,12,5,41.7,0.56,0.23,0.08,0.2,17.8,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
400,Joe Rodon\8d62d31a,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-152,1997,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
401,Rodri\6434f10d,Rodri\6434f10d,es ESP,MF,Manchester City,25-274,1996,23.4,3,27,8,29.6,1.16,0.34,0.11,0.38,18.5,0,0,0,1.6,1.6,0.06,1.4,1.4,Matches
402,Rodrigo\1fb1c435,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,31-017,1991,18.1,5,41,14,34.1,2.27,0.77,0.1,0.29,19,0,1,1,3.9,3.1,0.08,1.1,0.9,Matches
403,Jay Rodriguez\4ab53cdb,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-237,1989,10.5,1,27,6,22.2,2.57,0.57,0.04,0.17,16,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches
404,Mads Roerslev\57c94db2,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-272,1999,10.5,1,5,2,40,0.48,0.19,0.2,0.5,17.5,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
405,Cristian Romero\a3d94a58,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-330,1998,14.5,1,5,2,40,0.35,0.14,0.2,0.5,14,0,0,0,0.6,0.6,0.11,0.4,0.4,Matches
406,Oriol Romeu\4b511457,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-180,1991,25.7,1,21,3,14.3,0.82,0.12,0.05,0.33,23.3,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
407,Cristiano Ronaldo\dea698d9,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,37-046,1985,21.3,12,86,30,34.9,4.04,1.41,0.12,0.33,14.3,5,2,2,13.3,11.8,0.14,-1.3,-1.8,Matches
408,Salomon Rondon\b318a643,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-188,1989,7.9,1,18,6,33.3,2.27,0.76,0.06,0.17,11.3,0,0,0,2,2,0.11,-1,-1,Matches
409,Danny Rose\89d10e53,Danny Rose\89d10e53,eng ENG,DF,Watford,31-264,1990,7.7,0,4,1,25,0.52,0.13,0,0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
410,Jon Rowe\8c12f884,Jon Rowe\8c12f884,eng ENG,FWMF,Norwich City,18-327,2003,1.2,0,2,1,50,1.73,0.87,0,0,17.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
411,Antonio Rudiger\18b896d6,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,29-020,1993,26,2,32,9,28.1,1.23,0.35,0.06,0.22,18.3,0,0,0,1.9,1.9,0.06,0.1,0.1,Matches
412,Lukas Rupp\3faa1780,Lukas Rupp\3faa1780,de GER,MF,Norwich City,31-074,1991,6.5,0,12,2,16.7,1.84,0.31,0,0,19.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
413,Jose Sa\903b6e8b,José Sá\903b6e8b,pt POR,GK,Wolves,29-065,1993,30,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
414,Allan Saint-Maximin\2b16cb1a,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,25-011,1997,22.7,5,49,20,40.8,2.16,0.88,0.1,0.25,18.6,0,0,0,4,4,0.08,1,1,Matches
415,Romain Saiss\9fbbcf39,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-362,1990,27.4,2,15,6,40,0.55,0.22,0.13,0.33,12.6,1,0,0,2.3,2.3,0.16,-0.3,-0.3,Matches
416,Bukayo Saka\bc7dc64d,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,20-199,2001,23.7,9,68,23,33.8,2.87,0.97,0.13,0.39,16.2,0,0,0,6.3,6.3,0.09,2.7,2.7,Matches
417,Mohamed Salah\e342ad68,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-281,1992,25.1,20,110,43,39.1,4.38,1.71,0.14,0.35,15.6,1,5,6,18.9,14.1,0.13,1.1,0.9,Matches
418,Mohammed Salisu\0b33f6ad,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-340,1999,26,0,22,8,36.4,0.85,0.31,0,0,11.2,0,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches
419,Albert Sambi Lokonga\1b4f1169,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-152,1999,10.1,0,16,6,37.5,1.58,0.59,0,0,25.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
420,Davinson Sanchez\da7b447d,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-284,1996,14.8,2,12,3,25,0.81,0.2,0.17,0.67,6.1,0,0,0,2,2,0.17,0,0,Matches
421,Robert Sanchez\6a713852,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-125,1997,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
422,Jadon Sancho\dbf053da,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-363,2000,16.6,3,21,8,38.1,1.26,0.48,0.14,0.38,14.4,0,0,0,2.9,2.9,0.14,0.1,0.1,Matches
423,Morgan Sanson\6e7f1353,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-217,1994,3.2,0,1,0,0,0.32,0,0,,33.8,0,0,0,0,0,0.01,0,0,Matches
424,Samir Santos\92b4758e,Samir Santos\92b4758e,br BRA,DF,Watford,27-108,1994,11,0,5,2,40,0.46,0.18,0,0,9.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
425,Josh Sargent\a8d4428b,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,22-031,2000,17.3,2,26,2,7.7,1.5,0.12,0.08,1,15.3,0,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches
426,Jeremy Sarmiento\ac0d576d,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-280,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
427,Ismaila Sarr\bfdb33aa,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,24-026,1998,14.9,5,33,14,42.4,2.21,0.94,0.15,0.36,18.3,0,0,1,3.5,2.8,0.08,1.5,2.2,Matches
428,Malang Sarr\4315f30d,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-059,1999,4.7,0,1,0,0,0.21,0,0,,21.5,0,0,0,0,0,0.05,0,0,Matches
429,Dane Scarlett\21945a9e,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
430,Fabian Schar\c8aa95da,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,1,17,5,29.4,0.91,0.27,0.06,0.2,16.1,1,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
431,Jeffrey Schlupp\3312f911,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,3,25,5,20,1.74,0.35,0.12,0.6,13.9,0,0,0,1.9,1.9,0.08,1.1,1.1,Matches
432,Kasper Schmeichel\53af52f3,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-138,1986,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
433,Ken Sema\1770bd68,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-174,1993,6.1,0,2,1,50,0.33,0.16,0,0,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
434,Nelson Semedo\d04b94db,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-127,1993,22.1,0,17,3,17.6,0.77,0.14,0,0,20.1,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
435,Ryan Sessegnon\6aa3e78b,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-309,2000,6,0,3,1,33.3,0.5,0.17,0,0,15.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
436,Jamie Shackleton\8d03ca5a,Jamie Shackleton\8d03ca5a,eng ENG,DFMF,Leeds United,22-166,1999,7.6,0,4,1,25,0.52,0.13,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
437,Luke Shaw\9c94165b,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-254,1995,17.3,0,6,1,16.7,0.35,0.06,0,0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
438,Jonjo Shelvey\3727dd3c,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,30-024,1992,17,2,24,12,50,1.41,0.7,0.08,0.17,25.8,4,0,0,0.8,0.8,0.03,1.2,1.2,Matches
439,Francisco Sierralta\0f933743,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-321,1997,4.7,0,1,1,100,0.21,0.21,0,0,9,0,0,0,0,0,0.05,0,0,Matches
440,Bernardo Silva\3eb22ec9,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-225,1994,26.7,7,41,16,39,1.53,0.6,0.17,0.44,11.9,0,0,0,6.4,6.4,0.16,0.6,0.6,Matches
441,Fabio Silva\e7aa9d7c,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-247,2002,2.9,0,10,2,20,3.4,0.68,0,0,13.5,0,0,0,1,1,0.1,-1,-1,Matches
442,Thiago Silva\86e7deaf,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-182,1984,21.3,3,13,5,38.5,0.61,0.24,0.23,0.6,10.1,0,0,0,0.7,0.7,0.05,2.3,2.3,Matches
443,Ellis Simms\26d3b5be,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-077,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
444,Moussa Sissoko\2acd49b9,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-219,1989,26.8,2,19,6,31.6,0.71,0.22,0.11,0.33,18.3,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches
445,Oliver Skipp\6250083a,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-188,2000,15,0,4,1,25,0.27,0.07,0,0,24.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
446,William Smallbone\5e105217,William Smallbone\5e105217,ie IRL,MFFW,Southampton,22-030,2000,1.3,0,1,0,0,0.79,0,0,,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
447,Emile Smith Rowe\17695062,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-238,2000,16.7,9,34,20,58.8,2.03,1.2,0.26,0.45,16,0,0,0,4.7,4.7,0.14,4.3,4.3,Matches
448,Cedric Soares\839c14e1,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-204,1991,9.2,0,5,0,0,0.54,0,0,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
449,Tomas Soucek\6613c819,Tomáš Sou?ek\6613c819,cz CZE,MF,West Ham,27-024,1995,27.9,4,40,9,22.5,1.44,0.32,0.1,0.44,12.3,0,0,0,4.2,3.8,0.1,-0.2,0.2,Matches
450,Boubakary Soumare\ae59b359,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,23-024,1999,11.5,0,6,2,33.3,0.52,0.17,0,0,17.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
451,Caglar Soyuncu\21166ff4,Ça?lar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-304,1996,23.7,1,8,1,12.5,0.34,0.04,0.13,1,12,0,0,0,1.4,1.4,0.17,-0.4,-0.4,Matches
452,Jason Steele\28300a16,Jason Steele\28300a16,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
453,Jed Steer\a8a3d139,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
454,Zack Steffen\42130443,Zack Steffen\42130443,us USA,GK,Manchester City,26-355,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
455,Dale Stephens\653ee42d,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-284,1989,1.4,0,1,0,0,0.73,0,0,,21,0,0,0,0,0,0.03,0,0,Matches
456,Jack Stephens\6adbc307,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-055,1994,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
457,Raheem Sterling\b400bde0,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-105,1994,17.4,10,42,21,50,2.41,1.2,0.19,0.38,14.3,0,2,3,10.1,7.6,0.18,-0.1,0.4,Matches
458,Finley Stevens\7e003182,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-347,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
459,John Stones\5eecec3d,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-299,1994,9.6,1,6,4,66.7,0.63,0.42,0.17,0.25,14.4,0,0,0,0.9,0.9,0.16,0.1,0.1,Matches
460,Pascal Struijk\f4d296e4,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-224,1999,19.8,0,10,2,20,0.5,0.1,0,0,8.2,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
461,Crysencio Summerville\df04eb4b,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-144,2001,1.4,0,2,0,0,1.48,0,0,,11.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
462,Jakob Sorensen\953c30b0,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,24-020,1998,4.1,0,4,1,25,0.97,0.24,0,0,10.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
463,Japhet Tanganga\e9971f2d,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-357,1999,8.2,0,7,2,28.6,0.86,0.24,0,0,13.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
464,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-186,1995,7,0,4,2,50,0.57,0.29,0,0,16,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
465,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-186,1995,15.9,1,7,2,28.6,0.44,0.13,0.14,0.5,13.4,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches
466,James Tarkowski\15ea812b,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-124,1992,25,1,17,5,29.4,0.68,0.2,0.06,0.2,8.5,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
467,Nuno Tavares\a65c844b,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-056,2000,7,0,14,1,7.1,2.01,0.14,0,0,20.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
468,Charlie Taylor\cc2d7ad5,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-186,1993,19.3,0,5,0,0,0.26,0,0,,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
469,Nathan Tella\f1e94cd6,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-261,1999,6.5,0,10,4,40,1.54,0.61,0,0,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
470,Alex Telles\e73c9bb2,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-098,1992,11.1,0,8,2,25,0.72,0.18,0,0,21.8,4,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
471,Luke Thomas\fc027d02,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-286,2001,17.2,0,4,0,0,0.23,0,0,,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
472,Dominic Thompson\235a62f8,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-240,2000,1.6,0,1,0,0,0.62,0,0,,18,0,0,0,0,0,0.02,0,0,Matches
473,Youri Tielemans\56f7a928,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-320,1997,20.1,6,44,12,27.3,2.19,0.6,0.09,0.33,23.8,0,2,2,4.3,2.8,0.07,1.7,1.2,Matches
474,Kieran Tierney\fce2302c,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-291,1997,21.3,1,15,5,33.3,0.7,0.23,0.07,0.2,21.2,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
475,Takehiro Tomiyasu\b3af9be1,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-138,1998,15.4,0,9,2,22.2,0.59,0.13,0,0,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
476,James Tomkins\e7ca0439,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-359,1989,6.1,1,4,2,50,0.66,0.33,0.25,0.5,12,0,0,0,0.6,0.6,0.14,0.4,0.4,Matches
477,Ivan Toney\e09f279b,Ivan Toney\e09f279b,eng ENG,FW,Brentford,26-007,1996,24.3,11,54,19,35.2,2.22,0.78,0.11,0.32,15.5,0,5,5,9.2,5.4,0.1,1.8,0.6,Matches
478,Ferran Torres\9e1035f8,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,22-022,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.5,14.1,0,0,0,2.5,2.5,0.19,-0.5,-0.5,Matches
479,Cenk Tosun\9a104dee,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
480,Andros Townsend\b28bbd58,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-250,1991,16.2,3,20,9,45,1.24,0.56,0.1,0.22,21.2,4,1,1,2.3,1.5,0.07,0.7,0.5,Matches
481,Adama Traore\9a28eba4,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-057,1996,11.9,1,23,6,26.1,1.94,0.51,0.04,0.17,18.9,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
482,Bertrand Traore\c47541e0,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,26-198,1995,2,0,6,0,0,3.07,0,0,,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
483,Trezeguet\3ae14ed1,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,1,0,0,8.18,0,0,,21,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
484,Francisco Trincao\77e39b04,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-084,1999,12.7,1,26,11,42.3,2.05,0.87,0.04,0.09,17.9,1,0,0,2.9,2.9,0.11,-1.9,-1.9,Matches
485,Kieran Trippier\21512407,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,2,2,2,100,0.57,0.57,1,1,23.2,2,0,0,0.1,0.1,0.06,1.9,1.9,Matches
486,William Troost-Ekong\7ed4921e,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-203,1993,15.3,0,2,0,0,0.13,0,0,,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
487,Leandro Trossard\38ceb24a,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-109,1994,24.4,4,60,21,35,2.46,0.86,0.05,0.14,18.9,5,1,1,4.9,4.1,0.07,-0.9,-1.1,Matches
488,Kostas Tsimikas\f315ca93,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-315,1996,7.4,0,7,2,28.6,0.94,0.27,0,0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
489,Axel Tuanzebe\2baec6ce,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-129,1997,5.6,0,2,1,50,0.35,0.18,0,0,7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
490,Ozan Tufan\17d45fb2,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,27-000,1995,3.7,0,3,0,0,0.81,0,0,,17.9,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
491,Christos Tzolis\9f333379,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-052,2002,3.4,0,6,2,33.3,1.75,0.58,0,0,18.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
492,Yan Valery\531a4aa8,Yan Valery\531a4aa8,fr FRA,DF,Southampton,23-029,1999,1.5,0,2,0,0,1.33,0,0,,28.3,0,0,0,0,0,0.02,0,0,Matches
493,Raphael Varane\9f8e9423,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-332,1993,15.3,0,8,0,0,0.52,0,0,,8.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
494,Jamie Vardy\45963054,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-071,1987,15.6,10,38,16,42.1,2.44,1.03,0.26,0.63,11.8,0,0,0,6.6,6.6,0.17,3.4,3.4,Matches
495,Joel Veltman\dad4b285,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-067,1992,22.9,0,5,0,0,0.22,0,0,,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
