,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Name,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
368,Nicolas Pepe\57e3f0c7,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,26-298,1995,6.7,11,8,5,4,2,2,9,22.2,7,109,30,27.5,33,41,35,12,0,0,12,9,20,3,1,Matches
369,Ricardo Pereira\75a72a99,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,28-168,1993,9.8,41,22,22,13,6,19,37,51.4,18,175,56,32,68,75,32,24,3,0,21,22,63,29,0,Matches
370,Ayoze Perez\819aa8e7,Ayoze Pérez\819aa8e7,es ESP,FWMF,Leicester City,28-243,1993,2.4,3,2,0,3,0,0,3,0,3,56,15,26.8,11,33,12,4,0,0,4,2,5,1,0,Matches
371,Sonny Perkins\87f12e30,Sonny Perkins\87f12e30,eng ENG,FW,West Ham,18-041,2004,0,0,0,0,0,0,0,0,,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0,Matches
372,Romain Perraud\6dfd8f05,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,24-182,1997,13.4,26,15,12,9,5,11,19,57.9,8,230,59,25.7,96,85,49,21,2,1,19,16,42,34,0,Matches
373,Kalvin Phillips\4f565d77,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,26-111,1995,11.1,37,27,18,15,4,8,28,28.6,20,310,107,34.5,102,147,61,27,7,0,20,23,60,19,1,Matches
374,Jaden Philogene Bidace\19f4d211,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,19-309,2002,0.1,0,0,0,0,0,0,0,,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
375,Jordan Pickford\4806ec67,Jordan Pickford\4806ec67,eng ENG,GK,Everton,28-016,1994,25,1,0,1,0,0,0,0,,0,4,0,0,4,0,0,1,0,0,1,0,1,1,0,Matches
376,Erik Pieters\1ef37668,Erik Pieters\1ef37668,nl NED,DF,Burnley,33-228,1988,7.9,27,15,22,5,0,15,32,46.9,17,135,39,28.9,73,51,11,25,7,0,18,22,49,27,1,Matches
377,Ethan Pinnock\e541326e,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,28-298,1993,27.7,59,37,43,14,2,19,33,57.6,14,255,93,36.5,157,81,17,44,11,0,33,49,108,170,0,Matches
378,Daniel Podence\7fcc71d8,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,26-153,1995,15.6,16,8,8,5,3,7,18,38.9,11,226,63,27.9,45,89,92,12,2,0,10,6,22,0,0,Matches
379,Paul Pogba\867239d3,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,29-008,1993,12.6,19,12,9,8,2,5,18,27.8,13,233,69,29.6,50,115,68,14,1,0,13,17,36,23,0,Matches
380,Nick Pope\4b40d9ca,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,29-338,1992,25,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,4,1,Matches
381,Teemu Pukki\0745b37d,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,31-359,1990,27.2,18,9,1,11,6,2,11,18.2,9,545,140,25.7,34,233,278,16,1,0,15,16,34,4,0,Matches
382,Christian Pulisic\1bf33a9a,Christian Pulisic\1bf33a9a,us USA,MFFW,Chelsea,23-186,1998,10.5,11,4,3,8,0,2,11,18.2,9,210,50,23.8,38,95,77,14,0,0,14,6,17,9,0,Matches
383,Przemys?aw P?acheta\3c33f9d9,Przemys?aw P?acheta\3c33f9d9,pl POL,FWMF,Norwich City,24-000,1998,4.9,5,3,5,0,0,0,4,0,4,97,22,22.7,29,46,22,7,1,0,6,8,13,5,0,Matches
384,Jesuran Rak Sakyi\45685411,Jesuran Rak Sakyi\45685411,eng ENG,MF,Crystal Palace,19-169,2002,0.2,0,0,0,0,0,0,0,,0,5,1,20,1,3,1,0,0,0,0,0,0,0,0,Matches
385,Aaron Ramsdale\466fb2c5,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,23-313,1998,24,0,0,0,0,0,0,3,0,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,Matches
386,Jacob Ramsey\1544f145,Jacob Ramsey\1544f145,eng ENG,MF,Aston Villa,20-299,2001,21.4,53,33,28,23,2,18,52,34.6,34,420,120,28.6,144,198,78,34,7,0,27,27,80,21,0,Matches
387,Marcus Rashford\a1d5bd30,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,24-143,1997,10.4,6,4,2,3,1,3,11,27.3,8,180,58,32.2,27,83,70,8,1,0,7,8,14,4,1,Matches
388,Milot Rashica\6c6a3300,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,25-268,1996,18,24,14,8,12,4,14,31,45.2,17,247,65,26.3,84,83,80,20,2,0,18,25,49,13,0,Matches
389,David Raya\98ea5115,David Raya\98ea5115,es ESP,GK,Brentford,26-189,1995,16,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,1,Matches
390,Nathan Redmond\ab651565,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,28-017,1994,15.1,13,7,4,6,3,4,19,21.1,15,268,70,26.1,64,105,99,28,0,0,28,18,31,13,0,Matches
391,Sergio Reguilon\3353737a,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,25-097,1996,19.5,42,24,18,18,6,19,34,55.9,15,275,78,28.4,106,120,49,29,6,0,23,41,83,40,0,Matches
392,Declan Rice\1c7012b8,Declan Rice\1c7012b8,eng ENG,MF,West Ham,23-068,1999,28,63,45,35,24,4,22,45,48.9,23,386,127,32.9,172,187,27,48,20,1,28,84,147,34,1,Matches
393,Taylor Richards\e0243d23,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,21-109,2000,0.3,0,0,0,0,0,0,2,0,2,10,5,50,5,5,0,0,0,0,0,0,0,0,0,Matches
394,Richarlison\fa031b34,Richarlison\fa031b34,br BRA,FWMF,Everton,24-317,1997,18.2,26,17,5,13,8,7,14,50,7,374,96,25.7,40,153,181,28,3,0,25,13,39,19,0,Matches
395,Jairo Riedewald\7a1f2c08,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,25-195,1996,1.3,2,2,0,1,1,2,4,50,2,11,3,27.3,7,2,2,4,0,0,4,0,2,2,0,Matches
396,Matt Ritchie\71ef519e,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,32-194,1989,14.6,22,7,11,8,3,13,30,43.3,17,152,46,30.3,76,54,22,28,2,0,26,29,51,25,0,Matches
397,Connor Roberts\24fae784,Connor Roberts\24fae784,wls WAL,DF,Burnley,26-181,1995,10.2,9,7,4,3,2,3,6,50,3,78,28,35.9,35,35,8,32,5,0,27,18,27,38,0,Matches
398,Tyler Roberts\6c17e046,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,23-070,1999,11,17,7,7,6,4,9,15,60,6,169,44,26,24,85,60,10,1,0,9,7,24,8,0,Matches
399,Andrew Robertson\2e4f5f03,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,28-012,1994,21.5,25,10,10,11,4,9,25,36,16,222,55,24.8,64,93,65,34,3,1,31,39,64,54,0,Matches
400,Joe Rodon\8d62d31a,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-152,1997,0.9,0,0,0,0,0,0,0,,0,7,3,42.9,5,2,0,3,2,0,1,2,2,8,0,Matches
401,Rodri\6434f10d,Rodri\6434f10d,es ESP,MF,Manchester City,25-274,1996,23.4,54,40,18,27,9,25,51,49,26,345,127,36.8,90,184,71,37,6,1,31,32,86,41,0,Matches
402,Rodrigo\1fb1c435,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,31-017,1991,18.1,22,17,4,10,8,6,17,35.3,11,276,83,30.1,39,130,107,11,1,0,10,13,35,20,0,Matches
403,Jay Rodriguez\4ab53cdb,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-237,1989,10.5,15,5,5,6,4,3,11,27.3,8,223,46,20.6,43,78,102,15,2,0,13,4,19,7,0,Matches
404,Mads Roerslev\57c94db2,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-272,1999,10.5,20,7,19,0,1,12,29,41.4,17,142,35,24.6,95,30,17,27,6,0,21,19,39,23,0,Matches
405,Cristian Romero\a3d94a58,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-330,1998,14.5,50,30,27,22,1,15,30,50,15,214,76,35.5,135,68,11,32,16,0,16,42,92,52,0,Matches
406,Oriol Romeu\4b511457,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-180,1991,25.7,66,41,19,37,10,21,61,34.4,40,434,145,33.4,144,233,57,37,8,0,29,49,115,45,0,Matches
407,Cristiano Ronaldo\dea698d9,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,37-046,1985,21.3,7,6,1,3,3,4,7,57.1,3,143,40,28,15,61,67,9,2,0,7,3,10,25,1,Matches
408,Salomon Rondon\b318a643,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-188,1989,7.9,5,2,0,2,3,2,8,25,6,140,43,30.7,10,63,67,6,1,0,5,4,9,11,0,Matches
409,Danny Rose\89d10e53,Danny Rose\89d10e53,eng ENG,DF,Watford,31-264,1990,7.7,23,15,15,8,0,12,29,41.4,17,85,34,40,44,36,5,14,6,0,8,15,38,13,0,Matches
410,Jon Rowe\8c12f884,Jon Rowe\8c12f884,eng ENG,FWMF,Norwich City,18-327,2003,1.2,4,2,3,1,0,0,0,,0,28,7,25,8,8,12,5,0,0,5,3,7,0,0,Matches
411,Antonio Rudiger\18b896d6,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,29-020,1993,26,37,21,20,15,2,18,29,62.1,11,214,67,31.3,108,79,27,31,8,0,23,32,69,87,0,Matches
412,Lukas Rupp\3faa1780,Lukas Rupp\3faa1780,de GER,MF,Norwich City,31-074,1991,6.5,9,7,4,5,0,4,12,33.3,8,129,47,36.4,52,58,19,8,1,0,7,16,25,3,1,Matches
413,Jose Sa\903b6e8b,José Sá\903b6e8b,pt POR,GK,Wolves,29-065,1993,30,1,0,1,0,0,1,3,33.3,2,7,2,28.6,7,0,0,0,0,0,0,0,1,3,2,Matches
414,Allan Saint-Maximin\2b16cb1a,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,25-011,1997,22.7,7,5,3,2,2,0,12,0,12,183,48,26.2,41,79,63,17,1,0,16,17,24,1,0,Matches
415,Romain Saiss\9fbbcf39,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-362,1990,27.4,53,33,35,15,3,14,28,50,14,251,88,35.1,145,88,18,55,22,0,33,72,125,164,1,Matches
416,Bukayo Saka\bc7dc64d,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,20-199,2001,23.7,24,17,8,13,3,3,20,15,17,330,95,28.8,67,132,131,30,1,0,29,20,44,11,0,Matches
417,Mohamed Salah\e342ad68,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-281,1992,25.1,10,4,3,3,4,3,12,25,9,345,95,27.5,51,95,199,7,0,0,7,13,23,4,0,Matches
418,Mohammed Salisu\0b33f6ad,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-340,1999,26,71,45,50,18,3,32,58,55.2,26,268,110,41,160,92,16,52,21,1,31,71,142,161,3,Matches
419,Albert Sambi Lokonga\1b4f1169,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-152,1999,10.1,19,12,8,10,1,7,12,58.3,5,114,36,31.6,38,56,20,17,8,0,9,19,38,11,2,Matches
420,Davinson Sanchez\da7b447d,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-284,1996,14.8,37,18,20,14,3,12,22,54.5,10,168,61,36.3,80,73,15,33,18,0,15,25,62,64,0,Matches
421,Robert Sanchez\6a713852,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-125,1997,28,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,0,3,Matches
422,Jadon Sancho\dbf053da,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-363,2000,16.6,13,8,6,6,1,6,19,31.6,13,234,56,23.9,55,111,68,18,2,0,16,15,28,5,1,Matches
423,Morgan Sanson\6e7f1353,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-217,1994,3.2,9,6,5,2,2,2,3,66.7,1,100,34,34,45,43,12,11,0,0,11,11,20,2,0,Matches
424,Samir Santos\92b4758e,Samir Santos\92b4758e,br BRA,DF,Watford,27-108,1994,11,25,14,17,7,1,7,12,58.3,5,95,35,36.8,59,31,5,16,7,1,9,40,65,48,0,Matches
425,Josh Sargent\a8d4428b,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,22-031,2000,17.3,33,17,16,8,9,13,31,41.9,18,357,98,27.5,96,143,118,43,2,0,41,21,54,18,2,Matches
426,Jeremy Sarmiento\ac0d576d,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-280,2002,0.2,2,1,1,0,1,0,1,0,1,10,4,40,4,4,2,2,1,0,1,1,3,0,0,Matches
427,Ismaila Sarr\bfdb33aa,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,24-026,1998,14.9,9,4,2,5,2,1,8,12.5,7,279,61,21.9,57,122,100,11,1,0,10,13,22,7,0,Matches
428,Malang Sarr\4315f30d,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-059,1999,4.7,9,4,8,1,0,1,4,25,3,46,15,32.6,27,16,3,6,3,0,3,12,21,22,0,Matches
429,Dane Scarlett\21945a9e,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,0,0,0,0,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
430,Fabian Schar\c8aa95da,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,16,9,13,2,1,10,14,71.4,4,120,38,31.7,67,40,13,26,14,2,12,62,78,101,2,Matches
431,Jeffrey Schlupp\3312f911,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,34,16,10,19,5,13,32,40.6,19,279,86,30.8,73,154,52,36,7,0,29,15,49,18,0,Matches
432,Kasper Schmeichel\53af52f3,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-138,1986,27,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,Matches
433,Ken Sema\1770bd68,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-174,1993,6.1,11,7,9,2,0,4,18,22.2,14,150,30,20,58,78,14,10,0,0,10,5,16,16,0,Matches
434,Nelson Semedo\d04b94db,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-127,1993,22.1,55,38,37,14,4,24,45,53.3,21,346,95,27.5,168,122,56,40,3,0,37,41,96,55,0,Matches
435,Ryan Sessegnon\6aa3e78b,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-309,2000,6,13,6,8,4,1,5,12,41.7,7,125,25,20,57,41,27,11,1,0,10,13,26,10,0,Matches
436,Jamie Shackleton\8d03ca5a,Jamie Shackleton\8d03ca5a,eng ENG,DFMF,Leeds United,22-166,1999,7.6,26,18,17,7,2,9,20,45,11,113,37,32.7,51,48,14,16,7,1,9,9,35,9,2,Matches
437,Luke Shaw\9c94165b,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-254,1995,17.3,22,13,9,10,3,12,24,50,12,185,53,28.6,81,70,34,40,11,0,29,15,37,22,0,Matches
438,Jonjo Shelvey\3727dd3c,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,30-024,1992,17,18,9,7,9,2,5,23,21.7,18,213,52,24.4,88,105,20,21,7,0,14,28,46,28,2,Matches
439,Francisco Sierralta\0f933743,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-321,1997,4.7,6,4,6,0,0,5,8,62.5,3,24,10,41.7,18,6,0,9,2,0,7,14,20,40,0,Matches
440,Bernardo Silva\3eb22ec9,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-225,1994,26.7,40,25,16,14,10,21,56,37.5,35,408,114,27.9,78,185,145,30,3,0,27,26,66,20,0,Matches
441,Fabio Silva\e7aa9d7c,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-247,2002,2.9,3,2,0,2,1,1,4,25,3,64,19,29.7,4,37,23,0,0,0,0,1,4,2,0,Matches
442,Thiago Silva\86e7deaf,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-182,1984,21.3,25,18,13,10,2,9,19,47.4,10,124,47,37.9,73,47,4,54,26,3,28,46,71,98,0,Matches
443,Ellis Simms\26d3b5be,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-077,2001,0.7,0,0,0,0,0,0,0,,0,10,3,30,2,5,3,2,1,0,1,0,0,0,0,Matches
444,Moussa Sissoko\2acd49b9,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-219,1989,26.8,42,26,22,18,2,13,25,52,12,368,112,30.4,133,179,56,39,12,0,27,33,75,57,0,Matches
445,Oliver Skipp\6250083a,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-188,2000,15,33,18,14,16,3,12,28,42.9,16,275,71,25.8,109,131,35,25,9,0,16,19,52,14,0,Matches
446,William Smallbone\5e105217,William Smallbone\5e105217,ie IRL,MFFW,Southampton,22-030,2000,1.3,3,2,1,2,0,0,2,0,2,36,11,30.6,5,17,14,3,0,0,3,2,5,1,0,Matches
447,Emile Smith Rowe\17695062,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-238,2000,16.7,15,12,5,10,0,1,10,10,9,194,59,30.4,44,90,60,14,1,0,13,16,31,9,0,Matches
448,Cedric Soares\839c14e1,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-204,1991,9.2,19,9,11,4,4,8,13,61.5,5,102,31,30.4,41,40,21,13,5,0,8,14,33,21,1,Matches
449,Tomas Soucek\6613c819,Tomáš Sou?ek\6613c819,cz CZE,MF,West Ham,27-024,1995,27.9,58,34,28,23,7,21,56,37.5,35,385,103,26.8,147,183,55,41,11,0,30,45,103,91,1,Matches
450,Boubakary Soumare\ae59b359,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,23-024,1999,11.5,24,13,10,10,4,6,16,37.5,10,235,61,26,90,117,28,11,2,0,9,17,41,17,0,Matches
451,Caglar Soyuncu\21166ff4,Ça?lar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-304,1996,23.7,43,24,27,14,2,20,34,58.8,14,225,82,36.4,124,94,7,49,27,0,22,42,85,112,1,Matches
452,Jason Steele\28300a16,Jason Steele\28300a16,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Jed Steer\a8a3d139,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Zack Steffen\42130443,Zack Steffen\42130443,us USA,GK,Manchester City,26-355,1995,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Dale Stephens\653ee42d,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-284,1989,1.4,6,2,1,4,1,1,5,20,4,40,14,35,6,29,5,4,1,0,3,2,8,1,0,Matches
456,Jack Stephens\6adbc307,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-055,1994,7,16,8,7,7,2,4,16,25,12,70,23,32.9,40,24,6,10,6,0,4,22,38,40,0,Matches
457,Raheem Sterling\b400bde0,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-105,1994,17.4,24,16,1,11,12,5,16,31.3,11,228,61,26.8,29,111,88,13,0,0,13,12,36,2,0,Matches
458,Finley Stevens\7e003182,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-347,2003,0.2,2,0,0,2,0,1,1,100,0,5,1,20,0,4,1,0,0,0,0,0,2,0,0,Matches
459,John Stones\5eecec3d,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-299,1994,9.6,4,3,3,1,0,2,4,50,2,40,17,42.5,18,19,3,6,3,0,3,10,14,34,1,Matches
460,Pascal Struijk\f4d296e4,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-224,1999,19.8,56,31,33,19,4,21,39,53.8,18,326,125,38.3,165,136,25,49,24,0,25,59,115,75,2,Matches
461,Crysencio Summerville\df04eb4b,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-144,2001,1.4,5,3,2,0,3,2,2,100,0,18,6,33.3,4,6,8,1,0,0,1,5,10,0,0,Matches
462,Jakob Sorensen\953c30b0,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,24-020,1998,4.1,15,9,6,9,0,4,8,50,4,76,32,42.1,36,35,5,8,2,0,6,11,26,12,0,Matches
463,Japhet Tanganga\e9971f2d,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-357,1999,8.2,21,12,10,6,5,8,13,61.5,5,110,36,32.7,52,45,13,16,7,0,9,17,38,30,0,Matches
464,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-186,1995,7,15,8,8,6,1,7,13,53.8,6,78,25,32.1,39,15,24,10,3,0,7,10,25,23,1,Matches
465,Matt Targett\e514ab62,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-186,1995,15.9,31,15,26,5,0,13,35,37.1,22,191,44,23,107,62,22,44,10,0,34,35,66,25,0,Matches
466,James Tarkowski\15ea812b,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-124,1992,25,51,32,38,12,1,24,42,57.1,18,202,68,33.7,135,58,9,67,47,2,20,63,114,157,5,Matches
467,Nuno Tavares\a65c844b,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-056,2000,7,11,8,5,3,3,1,4,25,3,73,18,24.7,32,25,16,12,3,0,9,17,28,19,1,Matches
468,Charlie Taylor\cc2d7ad5,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-186,1993,19.3,37,15,23,12,2,21,35,60,14,156,41,26.3,81,56,19,71,15,0,56,54,91,69,1,Matches
469,Nathan Tella\f1e94cd6,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-261,1999,6.5,8,3,3,5,0,2,14,14.3,12,194,56,28.9,35,89,70,14,0,0,14,13,21,4,0,Matches
470,Alex Telles\e73c9bb2,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-098,1992,11.1,34,18,26,7,1,14,24,58.3,10,122,39,32,64,40,18,16,3,0,13,22,56,30,1,Matches
471,Luke Thomas\fc027d02,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-286,2001,17.2,41,25,28,9,4,17,39,43.6,22,278,83,29.9,154,93,31,47,13,1,34,35,76,44,1,Matches
472,Dominic Thompson\235a62f8,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-240,2000,1.6,3,1,3,0,0,2,3,66.7,1,16,3,18.8,9,5,2,2,2,0,0,3,6,4,0,Matches
473,Youri Tielemans\56f7a928,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-320,1997,20.1,45,32,18,23,4,19,60,31.7,41,322,102,31.7,109,160,53,35,13,1,22,27,72,33,1,Matches
474,Kieran Tierney\fce2302c,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-291,1997,21.3,21,12,11,7,3,10,14,71.4,4,163,49,30.1,60,58,45,35,7,0,28,30,51,47,0,Matches
475,Takehiro Tomiyasu\b3af9be1,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-138,1998,15.4,31,13,14,11,6,16,25,64,9,182,59,32.4,71,81,30,34,2,0,32,28,59,39,1,Matches
476,James Tomkins\e7ca0439,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-359,1989,6.1,12,6,7,5,0,5,7,71.4,2,49,20,40.8,33,16,0,13,8,0,5,10,22,14,0,Matches
477,Ivan Toney\e09f279b,Ivan Toney\e09f279b,eng ENG,FW,Brentford,26-007,1996,24.3,26,17,4,14,8,5,22,22.7,17,329,86,26.1,43,130,156,22,2,1,20,18,44,36,1,Matches
478,Ferran Torres\9e1035f8,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,22-022,2000,3.4,1,1,0,1,0,0,1,0,1,38,13,34.2,3,8,27,6,1,0,5,1,2,0,0,Matches
479,Cenk Tosun\9a104dee,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
480,Andros Townsend\b28bbd58,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-250,1991,16.2,29,15,15,9,5,8,35,22.9,27,302,98,32.5,85,128,89,44,3,0,41,21,50,6,0,Matches
481,Adama Traore\9a28eba4,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-057,1996,11.9,12,9,7,2,3,2,9,22.2,7,141,42,29.8,37,69,35,8,1,0,7,4,16,2,0,Matches
482,Bertrand Traore\c47541e0,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,26-198,1995,2,1,0,0,0,1,0,2,0,2,20,5,25,3,4,13,0,0,0,0,0,1,0,0,Matches
483,Trezeguet\3ae14ed1,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Francisco Trincao\77e39b04,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-084,1999,12.7,23,12,7,10,6,4,11,36.4,7,279,83,29.7,64,138,77,21,1,0,20,15,38,1,0,Matches
485,Kieran Trippier\21512407,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,18,10,9,7,2,7,13,53.8,6,48,16,33.3,18,24,6,9,2,0,7,10,28,11,0,Matches
486,William Troost-Ekong\7ed4921e,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-203,1993,15.3,17,10,10,7,0,6,11,54.5,5,105,38,36.2,61,41,3,29,14,1,15,22,39,87,1,Matches
487,Leandro Trossard\38ceb24a,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-109,1994,24.4,28,19,8,8,12,4,21,19,17,386,121,31.3,71,136,179,32,1,0,31,24,52,5,0,Matches
488,Kostas Tsimikas\f315ca93,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-315,1996,7.4,15,6,6,4,5,6,13,46.2,7,107,38,35.5,41,36,30,12,2,0,10,11,26,18,0,Matches
489,Axel Tuanzebe\2baec6ce,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-129,1997,5.6,8,6,6,2,0,2,5,40,3,47,13,27.7,23,20,4,5,4,0,1,9,17,13,1,Matches
490,Ozan Tufan\17d45fb2,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,27-000,1995,3.7,4,2,1,2,1,1,4,25,3,77,9,11.7,23,39,15,5,0,0,5,2,6,4,0,Matches
