,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,Tkls,TklsW,TKls Def 3rd,Tkls Mid 3rd,Tkls Att 3rd,Tkls vs Drib,Att vs Drib,Tkl% vs Drib,Past vs Drib,Press,Succ Press,Press%,Press Def 3rd,Press Mid 3rd,Press Att 3rd,Blocks,Blocked Sh,Blocked ShOT,Blocked Pass,Int,Tkl+Int,Clr,Err,Matches
443,Fabio Silva,,pt POR,FW,Wolves,19-259,2002,3.9,1.54,1.28,0,0.77,0.77,0.26,1.03,25,0.77,23.6,7.44,31.5,1.03,14.1,8.46,0.26,0,0,0.26,0.77,2.31,0.51,0,Matches
444,Thiago Silva,,br BRA,DF,Chelsea,37-194,1984,22.3,1.17,0.85,0.58,0.45,0.13,0.4,0.85,47.4,0.45,5.96,2.24,37.6,3.5,2.2,0.27,2.47,1.17,0.13,1.3,2.11,3.27,4.44,0,Matches
445,Ellis Simms,,eng ENG,FW,Everton,21-089,2001,0.7,0,0,0,0,0,0,0,,0,14.3,4.29,30,2.86,7.14,4.29,2.86,1.43,0,1.43,0,0,0,0,Matches
446,Moussa Sissoko,,fr FRA,MF,Watford,32-231,1989,27.8,1.55,0.94,0.83,0.65,0.07,0.47,0.94,50,0.47,13.9,4.21,30.2,5,6.73,2.19,1.44,0.43,0,1.01,1.26,2.81,2.09,0,Matches
447,Oliver Skipp,,eng ENG,MF,Tottenham,21-200,2000,15,2.2,1.2,0.93,1.07,0.2,0.8,1.87,42.9,1.07,18.3,4.73,25.8,7.27,8.73,2.33,1.67,0.6,0,1.07,1.27,3.47,0.93,0,Matches
448,William Smallbone,,ie IRL,MFFW,Southampton,22-042,2000,1.3,2.31,1.54,0.77,1.54,0,0,1.54,0,1.54,27.7,8.46,30.6,3.85,13.1,10.8,2.31,0,0,2.31,1.54,3.85,0.77,0,Matches
449,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-250,2000,16.7,0.9,0.72,0.3,0.6,0,0.06,0.6,10,0.54,11.6,3.53,30.4,2.63,5.39,3.59,0.84,0.06,0,0.78,0.96,1.86,0.54,0,Matches
450,Cedric Soares,,pt POR,DF,Arsenal,30-216,1991,9.2,2.07,0.98,1.2,0.43,0.43,0.87,1.41,61.5,0.54,11.1,3.37,30.4,4.46,4.35,2.28,1.41,0.54,0,0.87,1.52,3.59,2.28,0.11,Matches
451,Tomas Soucek,,cz CZE,MF,West Ham,27-036,1995,28.9,2.11,1.28,1,0.87,0.24,0.76,2.04,37.3,1.28,14,3.74,26.7,5.29,6.78,1.94,1.42,0.38,0,1.04,1.56,3.67,3.36,0.03,Matches
452,Boubakary Soumare,,fr FRA,MF,Leicester City,23-036,1999,11.5,2.09,1.13,0.87,0.87,0.35,0.52,1.39,37.5,0.87,20.4,5.3,26,7.83,10.2,2.43,0.96,0.17,0,0.78,1.48,3.57,1.48,0,Matches
453,Caglar Soyuncu,,tr TUR,DF,Leicester City,25-316,1996,23.7,1.81,1.01,1.14,0.59,0.08,0.84,1.43,58.8,0.59,9.45,3.42,36.2,5.23,3.92,0.3,2.07,1.14,0,0.93,1.77,3.59,4.68,0.04,Matches
454,Jason Steele,,eng ENG,GK,Brighton,31-229,1990,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Jed Steer,,eng ENG,GK,Aston Villa,29-193,1992,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
456,Zack Steffen,,us USA,GK,Manchester City,27-002,1995,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
457,Dale Stephens,,eng ENG,MF,Burnley,32-296,1989,1.4,4.29,1.43,0.71,2.86,0.71,0.71,3.57,20,2.86,28.6,10,35,4.29,20.7,3.57,2.86,0.71,0,2.14,1.43,5.71,0.71,0,Matches
458,Jack Stephens,,eng ENG,DF,Southampton,28-067,1994,7,2.29,1.14,1,1,0.29,0.57,2.29,25,1.71,10,3.29,32.9,5.71,3.43,0.86,1.43,0.86,0,0.57,3.14,5.43,5.71,0,Matches
459,Raheem Sterling,,eng ENG,FW,Manchester City,27-117,1994,18.4,1.36,0.87,0.05,0.6,0.71,0.33,1.03,31.6,0.71,13.2,3.53,26.7,1.63,6.52,5.05,0.71,0,0,0.71,0.71,2.07,0.11,0,Matches
460,Finley Stevens,,wls WAL,DF,Brentford,18-359,2003,0.2,10,0,0,10,0,5,5,100,0,25,5,20,0,20,5,0,0,0,0,0,10,0,0,Matches
461,John Stones,,eng ENG,DF,Manchester City,27-311,1994,9.6,0.42,0.31,0.31,0.1,0,0.21,0.42,50,0.21,4.17,1.77,42.5,1.88,1.98,0.31,0.63,0.31,0,0.31,1.04,1.46,3.54,0.1,Matches
462,Pascal Struijk,,nl NED,DFMF,Leeds United,22-236,1999,19.8,2.83,1.57,1.67,0.96,0.2,1.06,1.97,53.8,0.91,16.5,6.36,38.5,8.33,6.92,1.26,2.47,1.21,0,1.26,2.93,5.76,3.84,0.1,Matches
463,Crysencio Summerville,,nl NED,MFFW,Leeds United,20-156,2001,1.4,3.57,2.14,1.43,0,2.14,1.43,1.43,100,0,12.9,4.29,33.3,2.86,4.29,5.71,0.71,0,0,0.71,3.57,7.14,0,0,Matches
464,Jakob Sorensen,,dk DEN,DFMF,Norwich City,24-032,1998,4.1,3.66,2.2,1.46,2.2,0,0.98,1.95,50,0.98,18.5,7.8,42.1,8.78,8.54,1.22,1.95,0.49,0,1.46,2.68,6.34,2.93,0,Matches
465,Japhet Tanganga,,eng ENG,DF,Tottenham,23-004,1999,8.2,2.56,1.46,1.22,0.73,0.61,0.98,1.59,61.5,0.61,13.4,4.39,32.7,6.34,5.49,1.59,1.95,0.85,0,1.1,2.07,4.63,3.66,0,Matches
466,Matt Targett,,eng ENG,DF,Newcastle Utd,26-198,1995,8,2,1,1.13,0.75,0.13,1,1.75,57.1,0.75,10.9,3.38,31,5.63,1.88,3.38,1.25,0.38,0,0.88,1.38,3.38,3.13,0.13,Matches
467,Matt Targett,,eng ENG,DF,Aston Villa,26-198,1995,15.9,1.95,0.94,1.64,0.31,0,0.82,2.2,37.1,1.38,12,2.77,23,6.73,3.9,1.38,2.77,0.63,0,2.14,2.2,4.15,1.57,0,Matches
468,James Tarkowski,,eng ENG,DF,Burnley,29-136,1992,26,2.12,1.31,1.58,0.5,0.04,1,1.69,59.1,0.69,8.19,2.73,33.3,5.38,2.42,0.38,2.69,1.92,0.08,0.77,2.42,4.54,6.31,0.19,Matches
469,Nuno Tavares,,pt POR,DF,Arsenal,22-068,2000,7,1.57,1.14,0.71,0.43,0.43,0.14,0.57,25,0.43,10.4,2.57,24.7,4.57,3.57,2.29,1.71,0.43,0,1.29,2.43,4,2.71,0.14,Matches
470,Charlie Taylor,,eng ENG,DF,Burnley,28-198,1993,20.3,1.82,0.74,1.13,0.59,0.1,1.03,1.77,58.3,0.74,8.13,2.02,24.8,4.33,2.81,0.99,3.69,0.74,0,2.96,2.71,4.53,3.45,0.05,Matches
471,Nathan Tella,,eng ENG,MFFW,Southampton,22-273,1999,6.6,1.21,0.45,0.45,0.76,0,0.3,2.12,14.3,1.82,29.5,8.48,28.7,5.3,13.6,10.6,2.12,0,0,2.12,1.97,3.18,0.61,0,Matches
472,Alex Telles,,br BRA,DF,Manchester Utd,29-110,1992,11.6,2.93,1.55,2.24,0.6,0.09,1.21,2.16,56,0.95,11,3.45,31.3,5.78,3.71,1.55,1.55,0.26,0,1.29,1.9,4.83,2.59,0.09,Matches
473,Luke Thomas,,eng ENG,DF,Leicester City,20-298,2001,17.2,2.38,1.45,1.63,0.52,0.23,0.99,2.27,43.6,1.28,16,4.88,30.4,8.9,5.35,1.8,2.73,0.76,0.06,1.98,2.03,4.42,2.56,0.06,Matches
474,Dominic Thompson,,eng ENG,DF,Brentford,21-252,2000,1.6,1.88,0.63,1.88,0,0,1.25,1.88,66.7,0.63,10,1.88,18.8,5.63,3.13,1.25,1.25,1.25,0,0,1.88,3.75,2.5,0,Matches
475,Youri Tielemans,,be BEL,MF,Leicester City,24-332,1997,21.1,2.27,1.61,0.85,1.23,0.19,0.95,3.13,30.3,2.18,15.7,4.88,31,5.26,7.96,2.51,1.71,0.62,0.05,1.09,1.47,3.74,1.66,0.05,Matches
476,Kieran Tierney,,sct SCO,DF,Arsenal,24-303,1997,21.3,0.99,0.56,0.52,0.33,0.14,0.47,0.66,71.4,0.19,7.65,2.3,30.1,2.82,2.72,2.11,1.64,0.33,0,1.31,1.41,2.39,2.21,0,Matches
477,Takehiro Tomiyasu,,jp JPN,DF,Arsenal,23-150,1998,15.4,2.01,0.84,0.91,0.71,0.39,1.04,1.62,64,0.58,11.8,3.83,32.4,4.61,5.26,1.95,2.21,0.13,0,2.08,1.82,3.83,2.53,0.06,Matches
478,James Tomkins,,eng ENG,DF,Crystal Palace,33-006,1989,6.1,1.97,0.98,1.15,0.82,0,0.82,1.15,71.4,0.33,8.03,3.28,40.8,5.41,2.62,0,2.13,1.31,0,0.82,1.64,3.61,2.3,0,Matches
479,Ivan Toney,,eng ENG,FW,Brentford,26-019,1996,25.3,1.07,0.71,0.2,0.55,0.32,0.2,0.95,20.8,0.75,14.1,3.56,25.3,1.98,5.53,6.56,0.99,0.08,0.04,0.91,0.75,1.82,1.5,0.04,Matches
480,Ferran Torres,,es ESP,FW,Manchester City,22-034,2000,3.4,0.29,0.29,0,0.29,0,0,0.29,0,0.29,11.2,3.82,34.2,0.88,2.35,7.94,1.76,0.29,0,1.47,0.29,0.59,0,0,Matches
481,Cenk Tosun,,tr TUR,FW,Everton,30-301,1991,0.1,0,0,0,0,0,0,0,,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,Matches
482,Andros Townsend,,eng ENG,MF,Everton,30-262,1991,16.2,1.79,0.93,0.93,0.56,0.31,0.49,2.16,22.9,1.67,18.6,6.05,32.5,5.25,7.9,5.49,2.72,0.19,0,2.53,1.3,3.09,0.37,0,Matches
483,Adama Traore,,es ESP,FW,Wolves,26-069,1996,11.9,1.01,0.76,0.59,0.17,0.25,0.17,0.76,22.2,0.59,11.8,3.53,29.8,3.11,5.8,2.94,0.67,0.08,0,0.59,0.34,1.34,0.17,0,Matches
484,Bertrand Traore,,bf BFA,FWMF,Aston Villa,26-210,1995,2,0.5,0,0,0,0.5,0,1,0,1,10,2.5,25,1.5,2,6.5,0,0,0,0,0,0.5,0,0,Matches
485,Trezeguet,,eg EGY,FW,Aston Villa,27-185,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Francisco Trincao,,pt POR,FWMF,Wolves,22-096,1999,13.5,1.78,0.96,0.59,0.74,0.44,0.3,0.81,36.4,0.52,23,6.67,29,5.04,11.6,6.3,1.56,0.07,0,1.48,1.11,2.89,0.07,0,Matches
487,Kieran Trippier,,eng ENG,DF,Newcastle Utd,31-197,1990,3.5,5.14,2.86,2.57,2,0.57,2,3.71,53.8,1.71,13.7,4.57,33.3,5.14,6.86,1.71,2.57,0.57,0,2,2.86,8,3.14,0,Matches
488,William Troost-Ekong,,ng NGA,DF,Watford,28-215,1993,15.3,1.11,0.65,0.65,0.46,0,0.39,0.72,54.5,0.33,6.86,2.48,36.2,3.99,2.68,0.2,1.9,0.92,0.07,0.98,1.44,2.55,5.69,0.07,Matches
489,Leandro Trossard,,be BEL,FWMF,Brighton,27-121,1994,25.4,1.18,0.79,0.31,0.39,0.47,0.16,0.87,18.2,0.71,15.8,5,31.6,2.83,5.71,7.28,1.34,0.04,0,1.3,0.98,2.17,0.2,0,Matches
490,Kostas Tsimikas,,gr GRE,DF,Liverpool,25-327,1996,7.4,2.03,0.81,0.81,0.54,0.68,0.81,1.76,46.2,0.95,14.6,5.14,35.2,5.68,4.86,4.05,1.62,0.27,0,1.35,1.35,3.38,2.43,0,Matches
491,Axel Tuanzebe,,eng ENG,DF,Aston Villa,24-141,1997,5.6,1.43,1.07,1.07,0.36,0,0.36,0.89,40,0.54,8.39,2.32,27.7,4.11,3.57,0.71,0.89,0.71,0,0.18,1.61,3.04,2.32,0.18,Matches
492,Ozan Tufan,,tr TUR,MF,Watford,27-012,1995,3.7,1.08,0.54,0.27,0.54,0.27,0.27,1.08,25,0.81,20.8,2.43,11.7,6.22,10.5,4.05,1.35,0,0,1.35,0.54,1.62,1.08,0,Matches
493,Christos Tzolis,,gr GRE,FWMF,Norwich City,20-064,2002,3.5,1.71,0.57,0.86,0.86,0,0.86,2.86,30,2,17.1,4,23.3,6.57,4.57,6,0.57,0,0,0.57,0.57,2.29,0.57,0,Matches
494,Yan Valery,,fr FRA,DF,Southampton,23-041,1999,1.5,0,0,0,0,0,0,1.33,0,1.33,8,3.33,41.7,1.33,6,0.67,2,1.33,0,0.67,3.33,3.33,2,0,Matches
495,Raphael Varane,,fr FRA,DF,Manchester Utd,28-344,1993,16.3,1.53,0.92,0.98,0.37,0.18,0.61,1.23,50,0.61,8.34,3.13,37.5,5.71,2.39,0.25,1.78,0.67,0,1.1,1.78,3.31,4.66,0,Matches
496,Jamie Vardy,,eng ENG,FW,Leicester City,35-083,1987,15.6,0.13,0.06,0,0.13,0,0,0.19,0,0.19,13.6,3.33,24.5,0.77,5.45,7.37,0.51,0.06,0,0.45,0.32,0.45,0.71,0,Matches
497,Joel Veltman,,nl NED,DF,Brighton,30-079,1992,23.9,2.93,1.38,1.67,1.05,0.21,0.96,2.18,44.2,1.21,11.6,3.77,32.4,5.69,4.69,1.26,1.92,0.42,0,1.51,2.3,5.23,2.68,0.04,Matches
498,Jannik Vestergaard,,dk DEN,DF,Leicester City,29-244,1992,6.3,2.54,1.75,2.06,0.48,0,0.95,2.38,40,1.43,9.52,3.49,36.7,7.14,2.38,0,2.38,1.59,0,0.79,2.38,4.92,6.51,0.16,Matches
499,Nikola Vlasic,,hr CRO,FWMF,West Ham,24-182,1997,5.1,2.35,1.96,0.59,1.37,0.39,0.78,3.73,21.1,2.94,25.3,6.08,24,7.06,10.8,7.45,0.78,0,0,0.78,1.76,4.12,0.39,0,Matches
500,Matej Vydra,,cz CZE,FW,Burnley,29-338,1992,5,1.4,0.8,0.2,0.2,1,0.4,0.8,50,0.4,21.6,5.2,24.1,2,8.6,11,0.4,0.2,0,0.2,0.4,1.8,1.4,0,Matches
501,Theo Walcott,,eng ENG,MFFW,Southampton,33-019,1989,4.2,1.19,0.71,0.48,0.24,0.48,0.71,1.19,60,0.48,18.8,4.05,21.5,4.76,8.33,5.71,1.19,0,0,1.19,1.67,2.86,0.48,0,Matches
502,Kyle Walker,,eng ENG,DF,Manchester City,31-311,1990,18.5,1.19,0.86,0.59,0.49,0.11,0.54,1.14,47.6,0.59,8.16,2.92,35.8,2.76,4.22,1.19,0.86,0.22,0,0.65,1.08,2.27,1.19,0,Matches
503,Kyle Walker-Peters,,eng ENG,DF,Southampton,24-356,1997,21.3,2.25,0.94,0.89,0.99,0.38,0.75,1.31,57.1,0.56,12.2,4.08,33.6,4.41,5.02,2.72,1.41,0.19,0,1.22,2.21,4.46,1.6,0,Matches
504,Aaron Wan-Bissaka,,eng ENG,DF,Manchester Utd,24-129,1997,17.9,2.01,1.17,1.06,0.67,0.28,0.34,0.89,37.5,0.56,10.8,2.91,26.9,4.86,3.8,2.12,3.02,0.73,0.06,2.29,2.18,4.19,2.46,0,Matches
505,Joel Ward,,eng ENG,DF,Crystal Palace,32-157,1989,23,1.91,1.09,1.17,0.74,0,1,2,50,1,10.6,3,28.3,5.61,3.61,1.39,1.96,0.39,0,1.57,1.74,3.65,3.83,0.04,Matches
506,James Ward-Prowse,,eng ENG,MF,Southampton,27-154,1994,27.7,1.52,0.9,0.51,0.79,0.22,0.43,1.91,22.6,1.48,15.3,5.05,33,4.37,8.63,2.31,1.73,0.43,0.04,1.3,1.84,3.36,1.26,0,Matches
507,Ollie Watkins,,eng ENG,FW,Aston Villa,26-095,1995,25.1,0.4,0.36,0.08,0.16,0.16,0,0.32,0,0.32,16.6,4.26,25.7,1.31,7.57,7.73,1.35,0.16,0,1.2,0.6,1,0.88,0,Matches
508,Adam Webster,,eng ENG,DF,Brighton,27-090,1995,13,1.46,0.69,1.08,0.23,0.15,0.77,1.46,52.6,0.69,7.15,2.62,36.6,4.38,2.23,0.54,2.15,1.08,0,1.08,1.85,3.31,4.62,0.15,Matches
509,Wout Weghorst,,nl NED,FW,Burnley,29-240,1992,9.2,0.98,0.87,0.22,0.43,0.33,0.22,1.2,18.2,0.98,33.2,8.48,25.6,5.22,15.1,12.8,2.07,0.22,0,1.85,0.43,1.41,0.76,0,Matches
510,Danny Welbeck,,eng ENG,FWMF,Brighton,31-129,1990,9.1,0.55,0.44,0,0.44,0.11,0.11,0.88,12.5,0.77,14.3,4.07,28.5,2.09,5.05,7.14,1.1,0.11,0,0.99,0.33,0.88,0.88,0,Matches
511,Timo Werner,,de GER,FWMF,Chelsea,26-029,1996,8.9,0.34,0,0,0.11,0.22,0,1.57,0,1.57,17.6,4.04,22.9,3.03,5.84,8.76,0.79,0,0,0.79,0.34,0.67,0.34,0,Matches
512,Ashley Westwood,,eng ENG,MF,Burnley,32-003,1990,23.1,1.3,1,0.3,0.87,0.13,0.61,1.3,46.7,0.69,17.4,3.81,21.9,4.81,9.91,2.64,0.74,0.35,0,0.39,1.82,3.12,0.82,0,Matches
513,Ben White,,eng ENG,DF,Arsenal,24-178,1997,26,1.23,0.69,0.77,0.35,0.12,0.54,1.27,42.4,0.73,7.08,2.54,35.9,3.65,2.81,0.62,1.69,0.81,0,0.88,2.27,3.5,3.38,0,Matches
514,Brandon Williams,,eng ENG,DF,Norwich City,21-213,2000,21.5,2.47,1.26,1.67,0.7,0.09,1.12,2.6,42.9,1.49,14,3.63,25.8,6.88,5.3,1.86,2.23,0.33,0,1.91,2.7,5.16,1.95,0,Matches
515,Neco Williams,,wls WAL,DF,Liverpool,20-356,2001,0.1,0,0,0,0,0,0,0,,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,Matches
516,Joe Willock,,eng ENG,MF,Newcastle Utd,22-227,1999,20.5,3.07,2.05,1.37,1.37,0.34,1.02,2.83,36.2,1.8,23.1,5.07,21.9,7.76,10.8,4.59,1.8,0.39,0,1.41,1.32,4.39,0.78,0,Matches
517,Callum Wilson,,eng ENG,FW,Newcastle Utd,30-036,1992,13.2,0.53,0.38,0.08,0.23,0.23,0.08,0.3,25,0.23,12.3,2.73,22.2,1.52,4.47,6.29,0.68,0.3,0,0.38,0.3,0.83,0.91,0.08,Matches
518,Harry Winks,,eng ENG,MF,Tottenham,26-061,1996,9.6,1.46,0.52,0.42,0.73,0.31,0.63,1.46,42.9,0.83,14.4,3.13,21.7,5.1,6.98,2.29,1.77,0.42,0,1.35,1.98,3.44,0.83,0,Matches
519,Yoane Wissa,,cd COD,FWMF,Brentford,25-213,1996,9.7,1.03,0.41,0.31,0.31,0.41,0,0.93,0,0.93,13.3,3.61,27.1,2.06,4.12,7.11,1.34,0.41,0,0.93,0.52,1.55,0.62,0,Matches
520,Chris Wood,,nz NZL,FW,Newcastle Utd,30-118,1991,10.8,0.19,0.09,0,0.19,0,0.09,0.19,50,0.09,16.9,4.81,28.6,1.02,8.24,7.59,0.56,0.19,0,0.37,0.19,0.37,0.37,0,Matches
521,Chris Wood,,nz NZL,FW,Burnley,30-118,1991,15.2,0.72,0.53,0.13,0.33,0.26,0.26,0.53,50,0.26,13,3.95,30.3,0.53,5.33,7.17,1.05,0.46,0,0.59,0.26,0.99,0.39,0,Matches
522,Freddie Woodman,,eng ENG,GK,Newcastle Utd,25-031,1997,4,0,0,0,0,0,0,0,,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,Matches
523,Granit Xhaka,,ch SUI,MF,Arsenal,29-189,1992,16.2,1.79,1.05,0.8,0.74,0.25,0.74,1.73,42.9,0.99,12.5,3.52,28.2,3.7,5.56,3.21,1.36,0.31,0,1.05,1.3,3.09,0.99,0,Matches
524,Andriy Yarmolenko,,ua UKR,FWMF,West Ham,32-163,1989,2,1,0,0.5,0.5,0,1,2.5,40,1.5,22,4,18.2,6.5,7.5,8,2.5,1,0,1.5,0,1,0.5,0,Matches
525,Ashley Young,,eng ENG,DFFW,Aston Villa,36-269,1985,12.5,1.84,1.04,0.88,0.64,0.32,0.72,0.96,75,0.24,9.44,2.32,24.6,3.92,3.52,2,0.88,0.32,0,0.56,1.52,3.36,1.76,0,Matches
526,Wilfried Zaha,,ci CIV,FW,Crystal Palace,29-145,1992,22.5,1.64,1.16,0.58,0.71,0.36,0.36,0.76,47.1,0.4,20.5,5.42,26.5,4.67,10.4,5.47,0.84,0,0,0.84,0.84,2.49,0.13,0,Matches
527,Christoph Zimmermann,,de GER,DF,Norwich City,29-082,1993,0.5,0,0,0,0,0,0,2,0,2,16,4,25,8,4,4,0,0,0,0,4,4,2,0,Matches
528,Oleksandr Zinchenko,,ua UKR,DF,Manchester City,25-110,1996,6.6,1.97,1.06,0.61,1.06,0.3,0.45,1.36,33.3,0.91,8.18,3.03,37,1.36,5,1.82,1.06,0.15,0,0.91,1.67,3.64,1.21,0,Matches
529,Hakim Ziyech,,ma MAR,FWMF,Chelsea,29-016,1993,11.7,1.45,0.68,0.34,0.85,0.26,0.26,2.05,12.5,1.79,18,5.21,28.9,3.93,8.29,5.81,1.45,0.17,0,1.28,1.62,3.08,0.68,0,Matches
530,Kurt Zouma,,fr FRA,DF,West Ham,27-159,1994,18.8,0.48,0.21,0.43,0.05,0,0.21,0.43,50,0.21,4.26,1.38,32.5,2.34,1.49,0.43,1.6,1.22,0,0.37,2.18,2.66,6.12,0,Matches
531,Martin Odegaard,,no NOR,MF,Arsenal,23-108,1998,21,1.38,0.81,0.19,0.67,0.52,0.33,1.33,25,1,18.8,5.14,27.3,3.52,8.24,7.05,0.67,0.05,0,0.62,0.76,2.14,0.38,0.05,Matches
